dataset,model,strategy,k_pct,fold,repeat_seed,selected_features
Communities and Crime,ridge,mi,0.5,8,42,49|55|48|8|54|50|32|20|51|45|73|33|22|46|72|43|7|82|24|34|78|17|74|37|27|76|15|35|10|13|5|67|79|95|25|42|94|12|77|75|36|41|30|60|28|59|56|91|83|71
Communities and Crime,ridge,mi,0.75,8,42,49|55|48|8|54|50|32|20|51|45|73|33|22|46|72|43|7|82|24|34|78|17|74|37|27|76|15|35|10|13|5|67|79|95|25|42|94|12|77|75|36|41|30|60|28|59|56|91|83|71|68|44|88|65|66|62|90|70|29|64|38|26|125|31|98|119|6|58|87|84|96|16|61|18|89
Communities and Crime,ridge,mi,1.0,8,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,ridge,rfe,0.25,8,42,49|63|62|85|84|55|78|72|15|5|76|73|26|25|7|90|87|43|71|69|16|46|20|66|12
Communities and Crime,ridge,rfe,0.5,8,42,49|63|62|85|84|55|78|72|15|5|76|73|26|25|7|90|87|43|71|69|16|46|20|66|12|44|68|18|38|24|17|65|93|53|36|33|89|70|95|48|56|11|94|21|23|34|74|10|54|80
Communities and Crime,ridge,rfe,0.75,8,42,49|63|62|85|84|55|78|72|15|5|76|73|26|25|7|90|87|43|71|69|16|46|20|66|12|44|68|18|38|24|17|65|93|53|36|33|89|70|95|48|56|11|94|21|23|34|74|10|54|80|79|31|32|13|47|50|19|42|41|39|120|30|96|86|8|125|99|77|59|60|28|91|92|45|61
Communities and Crime,ridge,rfe,1.0,8,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,ridge,tree,0.25,8,42,55|49|8|48|7|50|51|73|54|16|45|46|76|43|95|10|79|33|120|20|29|74|22|97|32
Communities and Crime,ridge,tree,0.5,8,42,55|49|8|48|7|50|51|73|54|16|45|46|76|43|95|10|79|33|120|20|29|74|22|97|32|30|83|77|67|81|92|94|40|52|53|91|27|93|15|37|31|39|5|82|60|11|118|71|41|66
Communities and Crime,ridge,tree,0.75,8,42,55|49|8|48|7|50|51|73|54|16|45|46|76|43|95|10|79|33|120|20|29|74|22|97|32|30|83|77|67|81|92|94|40|52|53|91|27|93|15|37|31|39|5|82|60|11|118|71|41|66|23|59|119|65|100|19|99|57|125|42|64|98|28|58|34|21|56|72|18|80|96|68|44|70|14
Communities and Crime,ridge,tree,1.0,8,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,ridge,shap,0.25,8,42,8|87|55|50|90|74|33|7|17|22|24|58|80|66|35|65|21|89|34|57|18|14|120|61|53
Communities and Crime,ridge,shap,0.5,8,42,8|87|55|50|90|74|33|7|17|22|24|58|80|66|35|65|21|89|34|57|18|14|120|61|53|51|10|43|48|70|76|81|67|64|69|47|94|11|36|49|38|78|20|98|28|13|85|9|118|75
Communities and Crime,ridge,shap,0.75,8,42,8|87|55|50|90|74|33|7|17|22|24|58|80|66|35|65|21|89|34|57|18|14|120|61|53|51|10|43|48|70|76|81|67|64|69|47|94|11|36|49|38|78|20|98|28|13|85|9|118|75|79|82|52|71|45|42|46|16|119|93|63|40|39|62|100|86|25|27|23|32|15|31|12|30|29
Communities and Crime,ridge,shap,1.0,8,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,ridge,mi,0.25,9,42,49|55|48|54|51|50|8|32|20|45|46|33|22|73|43|7|72|82|78|24|37|34|17|74|76
Communities and Crime,ridge,mi,0.5,9,42,49|55|48|54|51|50|8|32|20|45|46|33|22|73|43|7|72|82|78|24|37|34|17|74|76|35|27|67|10|94|95|25|13|42|65|79|68|5|15|30|41|60|12|91|77|26|66|38|44|56
Communities and Crime,ridge,mi,0.75,9,42,49|55|48|54|51|50|8|32|20|45|46|33|22|73|43|7|72|82|78|24|37|34|17|74|76|35|27|67|10|94|95|25|13|42|65|79|68|5|15|30|41|60|12|91|77|26|66|38|44|56|59|125|83|98|16|90|36|28|29|70|75|62|89|64|71|88|87|119|31|84|58|18|96|118|61
Communities and Crime,ridge,mi,1.0,9,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,ridge,rfe,0.25,9,42,49|45|46|43|7|73|90|87|25|26|15|5|63|62|76|55|78|72|71|69|17|24|18|38|66
Communities and Crime,ridge,rfe,0.5,9,42,49|45|46|43|7|73|90|87|25|26|15|5|63|62|76|55|78|72|71|69|17|24|18|38|66|96|84|86|16|95|53|20|12|44|93|10|68|21|42|64|70|33|23|59|58|89|77|56|94|11
Communities and Crime,ridge,rfe,0.75,9,42,49|45|46|43|7|73|90|87|25|26|15|5|63|62|76|55|78|72|71|69|17|24|18|38|66|96|84|86|16|95|53|20|12|44|93|10|68|21|42|64|70|33|23|59|58|89|77|56|94|11|54|34|30|35|14|19|67|52|13|80|79|41|39|120|74|81|91|8|75|31|92|36|125|50|48
Communities and Crime,ridge,rfe,1.0,9,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,ridge,tree,0.25,9,42,55|49|8|48|7|50|51|16|73|54|95|45|76|29|46|10|43|33|120|77|20|22|30|79|74
Communities and Crime,ridge,tree,0.5,9,42,55|49|8|48|7|50|51|16|73|54|95|45|76|29|46|10|43|33|120|77|20|22|30|79|74|32|31|81|83|97|92|67|94|15|53|91|93|27|52|60|19|37|39|40|41|119|125|82|118|57
Communities and Crime,ridge,tree,0.75,9,42,55|49|8|48|7|50|51|16|73|54|95|45|76|29|46|10|43|33|120|77|20|22|30|79|74|32|31|81|83|97|92|67|94|15|53|91|93|27|52|60|19|37|39|40|41|119|125|82|118|57|21|65|58|23|5|59|66|71|98|96|56|64|28|42|18|80|68|100|34|70|99|38|13|9|14
Communities and Crime,ridge,tree,1.0,9,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,ridge,shap,0.25,9,42,22|96|26|70|48|47|51|98|86|14|24|65|93|7|8|63|13|46|55|64|21|62|99|66|44
Communities and Crime,ridge,shap,0.5,9,42,22|96|26|70|48|47|51|98|86|14|24|65|93|7|8|63|13|46|55|64|21|62|99|66|44|40|97|39|16|12|25|45|5|23|72|77|78|33|94|50|41|43|80|68|27|91|69|11|20|84
Communities and Crime,ridge,shap,0.75,9,42,22|96|26|70|48|47|51|98|86|14|24|65|93|7|8|63|13|46|55|64|21|62|99|66|44|40|97|39|16|12|25|45|5|23|72|77|78|33|94|50|41|43|80|68|27|91|69|11|20|84|19|100|6|32|73|52|9|54|29|57|119|60|67|76|82|79|56|81|15|58|30|88|75|95|92
Communities and Crime,ridge,shap,1.0,9,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,ridge,mi,0.25,10,42,49|55|48|54|8|51|50|32|45|22|33|73|20|46|72|43|7|82|24|37|78|34|74|17|10
Communities and Crime,ridge,mi,0.5,10,42,49|55|48|54|8|51|50|32|45|22|33|73|20|46|72|43|7|82|24|37|78|34|74|17|10|35|76|27|95|13|67|25|15|42|79|75|66|94|5|60|44|83|98|38|125|91|68|59|56|77
Communities and Crime,ridge,mi,0.75,10,42,49|55|48|54|8|51|50|32|45|22|33|73|20|46|72|43|7|82|24|37|78|34|74|17|10|35|76|27|95|13|67|25|15|42|79|75|66|94|5|60|44|83|98|38|125|91|68|59|56|77|12|62|30|41|63|88|36|16|119|96|90|65|28|70|89|18|31|84|61|87|64|26|58|29|120
Communities and Crime,ridge,mi,1.0,10,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,ridge,rfe,0.25,10,42,49|7|73|25|26|76|85|84|90|87|55|43|78|72|71|69|17|46|33|42|18|24|38|53|68
Communities and Crime,ridge,rfe,0.5,10,42,49|7|73|25|26|76|85|84|90|87|55|43|78|72|71|69|17|46|33|42|18|24|38|53|68|44|12|20|93|89|96|64|63|34|21|70|23|8|16|15|95|74|39|41|120|66|10|99|94|54
Communities and Crime,ridge,rfe,0.75,10,42,49|7|73|25|26|76|85|84|90|87|55|43|78|72|71|69|17|46|33|42|18|24|38|53|68|44|12|20|93|89|96|64|63|34|21|70|23|8|16|15|95|74|39|41|120|66|10|99|94|54|80|79|5|56|47|61|30|11|13|6|36|35|19|52|60|59|32|77|86|92|65|91|75|88|28
Communities and Crime,ridge,rfe,1.0,10,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,ridge,tree,0.25,10,42,55|49|8|48|7|50|51|73|54|45|16|95|29|46|76|10|79|43|120|33|20|22|74|97|31
Communities and Crime,ridge,tree,0.5,10,42,55|49|8|48|7|50|51|73|54|45|16|95|29|46|76|10|79|43|120|33|20|22|74|97|31|77|30|67|93|53|92|81|66|83|39|96|91|52|94|32|60|71|65|41|19|57|27|125|5|119
Communities and Crime,ridge,tree,0.75,10,42,55|49|8|48|7|50|51|73|54|45|16|95|29|46|76|10|79|43|120|33|20|22|74|97|31|77|30|67|93|53|92|81|66|83|39|96|91|52|94|32|60|71|65|41|19|57|27|125|5|119|28|118|59|40|15|99|37|23|72|80|98|21|58|14|82|78|11|69|42|18|70|68|34|90|100
Communities and Crime,ridge,tree,1.0,10,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Communities and Crime,ridge,shap,0.25,10,42,48|67|90|14|63|43|47|7|44|66|18|73|89|6|50|21|100|97|65|38|26|64|45|55|96
Communities and Crime,ridge,shap,0.5,10,42,48|67|90|14|63|43|47|7|44|66|18|73|89|6|50|21|100|97|65|38|26|64|45|55|96|98|24|17|51|13|74|91|15|75|78|61|93|83|35|20|34|60|82|49|88|57|8|92|69|10
Communities and Crime,ridge,shap,0.75,10,42,48|67|90|14|63|43|47|7|44|66|18|73|89|6|50|21|100|97|65|38|26|64|45|55|96|98|24|17|51|13|74|91|15|75|78|61|93|83|35|20|34|60|82|49|88|57|8|92|69|10|9|42|95|33|81|31|54|16|25|53|84|72|27|40|37|85|41|86|22|62|119|19|23|70|52
Communities and Crime,ridge,shap,1.0,10,42,5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|118|119|120|125
Bike Sharing,ridge,mi,0.25,1,42,hour|feel_temp|temp
Bike Sharing,ridge,mi,0.75,1,42,hour|feel_temp|temp|humidity|month|season|year|weather|weekday
Bike Sharing,ridge,rfe,0.25,1,42,temp|hour|year
Bike Sharing,ridge,rfe,0.75,1,42,temp|hour|year|humidity|season|feel_temp|month|holiday|weekday
Bike Sharing,ridge,tree,0.25,1,42,hour|workingday|year
Bike Sharing,ridge,tree,0.75,1,42,hour|workingday|year|temp|feel_temp|humidity|month|weather|season
Bike Sharing,ridge,shap,0.25,1,42,temp|hour|year
Bike Sharing,ridge,shap,0.75,1,42,temp|hour|year|humidity|season|weekday|windspeed|workingday|feel_temp
Bike Sharing,ridge,mi,0.25,2,42,hour|feel_temp|temp
Bike Sharing,ridge,mi,0.75,2,42,hour|feel_temp|temp|humidity|month|season|year|weekday|windspeed
Bike Sharing,ridge,rfe,0.25,2,42,temp|hour|year
Bike Sharing,ridge,rfe,0.75,2,42,temp|hour|year|humidity|season|feel_temp|month|holiday|weekday
Bike Sharing,ridge,tree,0.25,2,42,hour|workingday|temp
Bike Sharing,ridge,tree,0.75,2,42,hour|workingday|temp|year|feel_temp|humidity|month|weather|season
Bike Sharing,ridge,shap,0.25,2,42,hour|year|temp
Bike Sharing,ridge,shap,0.75,2,42,hour|year|temp|season|humidity|feel_temp|weather|weekday|windspeed
Bike Sharing,ridge,mi,0.25,3,42,hour|feel_temp|temp
Bike Sharing,ridge,mi,0.5,3,42,hour|feel_temp|temp|humidity|month|season
Bike Sharing,ridge,mi,0.75,3,42,hour|feel_temp|temp|humidity|month|season|year|workingday|weather
Bike Sharing,ridge,mi,1.0,3,42,season|year|month|hour|holiday|weekday|workingday|weather|temp|feel_temp|humidity|windspeed
Bike Sharing,ridge,rfe,0.25,3,42,temp|hour|year
Bike Sharing,ridge,rfe,0.5,3,42,temp|hour|year|humidity|season|feel_temp
Bike Sharing,ridge,rfe,0.75,3,42,temp|hour|year|humidity|season|feel_temp|month|holiday|weekday
Bike Sharing,ridge,rfe,1.0,3,42,season|year|month|hour|holiday|weekday|workingday|weather|temp|feel_temp|humidity|windspeed
Bike Sharing,ridge,tree,0.25,3,42,hour|workingday|temp
Bike Sharing,ridge,tree,0.5,3,42,hour|workingday|temp|year|feel_temp|humidity
Bike Sharing,ridge,tree,0.75,3,42,hour|workingday|temp|year|feel_temp|humidity|month|weather|season
Bike Sharing,ridge,tree,1.0,3,42,season|year|month|hour|holiday|weekday|workingday|weather|temp|feel_temp|humidity|windspeed
Bike Sharing,ridge,shap,0.25,3,42,temp|hour|year
Bike Sharing,ridge,shap,0.5,3,42,temp|hour|year|humidity|season|feel_temp
Bike Sharing,ridge,shap,0.75,3,42,temp|hour|year|humidity|season|feel_temp|weather|windspeed|workingday
Bike Sharing,ridge,shap,1.0,3,42,season|year|month|hour|holiday|weekday|workingday|weather|temp|feel_temp|humidity|windspeed
Bike Sharing,ridge,mi,0.25,4,42,hour|feel_temp|temp
Bike Sharing,ridge,mi,0.5,4,42,hour|feel_temp|temp|humidity|month|season
Bike Sharing,ridge,mi,0.75,4,42,hour|feel_temp|temp|humidity|month|season|year|weather|weekday
Bike Sharing,ridge,mi,1.0,4,42,season|year|month|hour|holiday|weekday|workingday|weather|temp|feel_temp|humidity|windspeed
Bike Sharing,ridge,rfe,0.25,4,42,temp|hour|year
Bike Sharing,ridge,rfe,0.5,4,42,temp|hour|year|humidity|season|feel_temp
Bike Sharing,ridge,rfe,0.75,4,42,temp|hour|year|humidity|season|feel_temp|month|holiday|weekday
Bike Sharing,ridge,rfe,1.0,4,42,season|year|month|hour|holiday|weekday|workingday|weather|temp|feel_temp|humidity|windspeed
Bike Sharing,ridge,tree,0.25,4,42,hour|workingday|temp
Bike Sharing,ridge,tree,0.5,4,42,hour|workingday|temp|feel_temp|year|humidity
Bike Sharing,ridge,tree,0.75,4,42,hour|workingday|temp|feel_temp|year|humidity|month|weather|season
Bike Sharing,ridge,tree,1.0,4,42,season|year|month|hour|holiday|weekday|workingday|weather|temp|feel_temp|humidity|windspeed
Bike Sharing,ridge,shap,0.25,4,42,temp|hour|year
Bike Sharing,ridge,shap,0.5,4,42,temp|hour|year|humidity|season|feel_temp
Bike Sharing,ridge,shap,0.75,4,42,temp|hour|year|humidity|season|feel_temp|month|windspeed|weather
Bike Sharing,ridge,shap,1.0,4,42,season|year|month|hour|holiday|weekday|workingday|weather|temp|feel_temp|humidity|windspeed
Bike Sharing,ridge,mi,0.25,5,42,hour|feel_temp|temp
Bike Sharing,ridge,mi,0.5,5,42,hour|feel_temp|temp|humidity|month|season
Bike Sharing,ridge,mi,0.75,5,42,hour|feel_temp|temp|humidity|month|season|year|weekday|weather
Bike Sharing,ridge,mi,1.0,5,42,season|year|month|hour|holiday|weekday|workingday|weather|temp|feel_temp|humidity|windspeed
Bike Sharing,ridge,rfe,0.25,5,42,temp|hour|year
Bike Sharing,ridge,rfe,0.5,5,42,temp|hour|year|humidity|season|feel_temp
Bike Sharing,ridge,rfe,0.75,5,42,temp|hour|year|humidity|season|feel_temp|month|holiday|weekday
Bike Sharing,ridge,rfe,1.0,5,42,season|year|month|hour|holiday|weekday|workingday|weather|temp|feel_temp|humidity|windspeed
Bike Sharing,ridge,tree,0.25,5,42,hour|workingday|temp
Bike Sharing,ridge,tree,0.5,5,42,hour|workingday|temp|year|feel_temp|humidity
Bike Sharing,ridge,tree,0.75,5,42,hour|workingday|temp|year|feel_temp|humidity|month|season|weather
Bike Sharing,ridge,tree,1.0,5,42,season|year|month|hour|holiday|weekday|workingday|weather|temp|feel_temp|humidity|windspeed
Bike Sharing,ridge,shap,0.25,5,42,temp|year|hour
Bike Sharing,ridge,shap,0.5,5,42,temp|year|hour|humidity|season|feel_temp
Bike Sharing,ridge,shap,0.75,5,42,temp|year|hour|humidity|season|feel_temp|workingday|month|weather
Bike Sharing,ridge,shap,1.0,5,42,season|year|month|hour|holiday|weekday|workingday|weather|temp|feel_temp|humidity|windspeed
Bike Sharing,ridge,mi,0.25,6,42,hour|feel_temp|temp
Bike Sharing,ridge,mi,0.5,6,42,hour|feel_temp|temp|humidity|month|season
Bike Sharing,ridge,mi,0.75,6,42,hour|feel_temp|temp|humidity|month|season|year|weekday|workingday
Bike Sharing,ridge,mi,1.0,6,42,season|year|month|hour|holiday|weekday|workingday|weather|temp|feel_temp|humidity|windspeed
Bike Sharing,ridge,rfe,0.25,6,42,temp|hour|year
Bike Sharing,ridge,rfe,0.5,6,42,temp|hour|year|humidity|season|feel_temp
Bike Sharing,ridge,rfe,0.75,6,42,temp|hour|year|humidity|season|feel_temp|month|weekday|holiday
Bike Sharing,ridge,rfe,1.0,6,42,season|year|month|hour|holiday|weekday|workingday|weather|temp|feel_temp|humidity|windspeed
Bike Sharing,ridge,tree,0.25,6,42,hour|workingday|temp
Bike Sharing,ridge,tree,0.5,6,42,hour|workingday|temp|feel_temp|year|humidity
Bike Sharing,ridge,tree,0.75,6,42,hour|workingday|temp|feel_temp|year|humidity|month|weather|season
Bike Sharing,ridge,tree,1.0,6,42,season|year|month|hour|holiday|weekday|workingday|weather|temp|feel_temp|humidity|windspeed
Bike Sharing,ridge,shap,0.25,6,42,hour|year|feel_temp
Bike Sharing,ridge,shap,0.5,6,42,hour|year|feel_temp|humidity|season|temp
Bike Sharing,ridge,shap,0.75,6,42,hour|year|feel_temp|humidity|season|temp|windspeed|weather|workingday
Bike Sharing,ridge,shap,1.0,6,42,season|year|month|hour|holiday|weekday|workingday|weather|temp|feel_temp|humidity|windspeed
Bike Sharing,ridge,mi,0.25,7,42,hour|feel_temp|temp
Bike Sharing,ridge,mi,0.5,7,42,hour|feel_temp|temp|humidity|month|season
Bike Sharing,ridge,mi,0.75,7,42,hour|feel_temp|temp|humidity|month|season|year|workingday|weekday
Bike Sharing,ridge,mi,1.0,7,42,season|year|month|hour|holiday|weekday|workingday|weather|temp|feel_temp|humidity|windspeed
Bike Sharing,ridge,rfe,0.25,7,42,temp|hour|year
Bike Sharing,ridge,rfe,0.5,7,42,temp|hour|year|humidity|season|feel_temp
Bike Sharing,ridge,rfe,0.75,7,42,temp|hour|year|humidity|season|feel_temp|month|holiday|weekday
Bike Sharing,ridge,rfe,1.0,7,42,season|year|month|hour|holiday|weekday|workingday|weather|temp|feel_temp|humidity|windspeed
Bike Sharing,ridge,tree,0.25,7,42,hour|workingday|temp
Bike Sharing,ridge,tree,0.5,7,42,hour|workingday|temp|year|feel_temp|humidity
Bike Sharing,ridge,tree,0.75,7,42,hour|workingday|temp|year|feel_temp|humidity|weather|month|season
Bike Sharing,ridge,tree,1.0,7,42,season|year|month|hour|holiday|weekday|workingday|weather|temp|feel_temp|humidity|windspeed
Bike Sharing,ridge,shap,0.25,7,42,year|hour|temp
Bike Sharing,ridge,shap,0.5,7,42,year|hour|temp|feel_temp|humidity|season
Bike Sharing,ridge,shap,0.75,7,42,year|hour|temp|feel_temp|humidity|season|weather|windspeed|holiday
Bike Sharing,ridge,shap,1.0,7,42,season|year|month|hour|holiday|weekday|workingday|weather|temp|feel_temp|humidity|windspeed
Bike Sharing,ridge,mi,0.25,8,42,hour|temp|feel_temp
Bike Sharing,ridge,mi,0.5,8,42,hour|temp|feel_temp|humidity|month|season
Bike Sharing,ridge,mi,0.75,8,42,hour|temp|feel_temp|humidity|month|season|year|workingday|weather
Bike Sharing,ridge,mi,1.0,8,42,season|year|month|hour|holiday|weekday|workingday|weather|temp|feel_temp|humidity|windspeed
Bike Sharing,ridge,rfe,0.25,8,42,temp|hour|year
Bike Sharing,ridge,rfe,0.5,8,42,temp|hour|year|humidity|season|feel_temp
Bike Sharing,ridge,rfe,0.75,8,42,temp|hour|year|humidity|season|feel_temp|month|holiday|weekday
Bike Sharing,ridge,rfe,1.0,8,42,season|year|month|hour|holiday|weekday|workingday|weather|temp|feel_temp|humidity|windspeed
Bike Sharing,ridge,tree,0.25,8,42,hour|workingday|feel_temp
Bike Sharing,ridge,tree,0.5,8,42,hour|workingday|feel_temp|year|temp|humidity
Bike Sharing,ridge,tree,0.75,8,42,hour|workingday|feel_temp|year|temp|humidity|month|weather|season
Bike Sharing,ridge,tree,1.0,8,42,season|year|month|hour|holiday|weekday|workingday|weather|temp|feel_temp|humidity|windspeed
Bike Sharing,ridge,shap,0.25,8,42,temp|hour|year
Bike Sharing,ridge,shap,0.5,8,42,temp|hour|year|humidity|season|feel_temp
Bike Sharing,ridge,shap,0.75,8,42,temp|hour|year|humidity|season|feel_temp|workingday|weather|windspeed
Bike Sharing,ridge,shap,1.0,8,42,season|year|month|hour|holiday|weekday|workingday|weather|temp|feel_temp|humidity|windspeed
Bike Sharing,ridge,mi,0.25,9,42,hour|feel_temp|temp
Bike Sharing,ridge,mi,0.5,9,42,hour|feel_temp|temp|humidity|month|season
Bike Sharing,ridge,mi,0.75,9,42,hour|feel_temp|temp|humidity|month|season|year|windspeed|weekday
Bike Sharing,ridge,mi,1.0,9,42,season|year|month|hour|holiday|weekday|workingday|weather|temp|feel_temp|humidity|windspeed
Bike Sharing,ridge,rfe,0.25,9,42,temp|hour|year
Bike Sharing,ridge,rfe,0.5,9,42,temp|hour|year|humidity|season|feel_temp
Bike Sharing,ridge,rfe,0.75,9,42,temp|hour|year|humidity|season|feel_temp|month|holiday|weekday
Bike Sharing,ridge,rfe,1.0,9,42,season|year|month|hour|holiday|weekday|workingday|weather|temp|feel_temp|humidity|windspeed
Bike Sharing,ridge,tree,0.25,9,42,hour|workingday|temp
Bike Sharing,ridge,tree,0.5,9,42,hour|workingday|temp|year|feel_temp|humidity
Bike Sharing,ridge,tree,0.75,9,42,hour|workingday|temp|year|feel_temp|humidity|month|weather|season
Bike Sharing,ridge,tree,1.0,9,42,season|year|month|hour|holiday|weekday|workingday|weather|temp|feel_temp|humidity|windspeed
Bike Sharing,ridge,shap,0.25,9,42,feel_temp|hour|year
Bike Sharing,ridge,shap,0.5,9,42,feel_temp|hour|year|humidity|season|windspeed
Bike Sharing,ridge,shap,0.75,9,42,feel_temp|hour|year|humidity|season|windspeed|workingday|temp|month
Bike Sharing,ridge,shap,1.0,9,42,season|year|month|hour|holiday|weekday|workingday|weather|temp|feel_temp|humidity|windspeed
Bike Sharing,ridge,mi,0.25,10,42,hour|temp|feel_temp
Bike Sharing,ridge,mi,0.5,10,42,hour|temp|feel_temp|humidity|month|season
Bike Sharing,ridge,mi,0.75,10,42,hour|temp|feel_temp|humidity|month|season|year|workingday|weekday
Bike Sharing,ridge,mi,1.0,10,42,season|year|month|hour|holiday|weekday|workingday|weather|temp|feel_temp|humidity|windspeed
Bike Sharing,ridge,rfe,0.25,10,42,temp|hour|year
Bike Sharing,ridge,rfe,0.5,10,42,temp|hour|year|humidity|season|feel_temp
Bike Sharing,ridge,rfe,0.75,10,42,temp|hour|year|humidity|season|feel_temp|month|holiday|weekday
Bike Sharing,ridge,rfe,1.0,10,42,season|year|month|hour|holiday|weekday|workingday|weather|temp|feel_temp|humidity|windspeed
Bike Sharing,ridge,tree,0.25,10,42,hour|workingday|year
Bike Sharing,ridge,tree,0.5,10,42,hour|workingday|year|feel_temp|temp|humidity
Bike Sharing,ridge,tree,0.75,10,42,hour|workingday|year|feel_temp|temp|humidity|month|weather|season
Bike Sharing,ridge,tree,1.0,10,42,season|year|month|hour|holiday|weekday|workingday|weather|temp|feel_temp|humidity|windspeed
Bike Sharing,ridge,shap,0.25,10,42,temp|hour|year
Bike Sharing,ridge,shap,0.5,10,42,temp|hour|year|humidity|season|month
Bike Sharing,ridge,shap,0.75,10,42,temp|hour|year|humidity|season|month|feel_temp|weather|windspeed
