dataset,dataset_instance,k_pct,fold,repeat_seed,strategy_a,strategy_b,rmse_a,rmse_b,rmse_abs_diff,rmse_rel_diff,mae_abs_diff,jaccard,n_sym_diff,n_features_a,n_features_b
Superconductor,Exp2A-Superconductor,0.1,4,42,native_fi,hybrid_fi_custom_shap_rfe,11.165000206297414,11.434092634280884,0.26909242798346966,0.024101426154178932,0.15153339532975885,0.45454545454545453,6,8,8
Allstate,Exp2B-Allstate,0.15,5,42,native_fi,custom_shap_rfe,1931.257696637788,1884.3852094017784,46.87248723600965,0.02427044682727325,42.290359846324236,0.6,10,20,20
Superconductor,Exp2A-Superconductor,0.05,3,42,native_fi,hybrid_fi_custom_shap_rfe,14.271809204881382,14.618210660760674,0.34640145587929183,0.02427172693429872,0.0875030080618604,0.6,2,4,4
Allstate,Exp2B-Allstate,0.1,10,256,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2057.3573675009984,2007.303798593031,50.053568907967474,0.02432905906316404,8.086237587995129,0.7333333333333333,4,13,13
Allstate,Exp2B-Allstate,0.1,6,999,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2054.339525919277,2004.335494072004,50.004031847273154,0.024340685274454484,8.96317015616296,0.7333333333333333,4,13,13
Allstate,Exp2B-Allstate,0.1,6,999,native_fi,hybrid_fi_custom_shap_rfe,2054.465745633539,2004.335494072004,50.13025156153503,0.02440062661939213,36.05410055959442,0.5294117647058824,8,13,13
Superconductor,Exp2A-Superconductor,0.1,9,256,custom_shap_rfe,hybrid_fi_custom_shap_rfe,11.002678405631414,11.271315121372655,0.26863671574124126,0.024415574629878034,0.19814845089988786,0.45454545454545453,6,8,8
Allstate,Exp2B-Allstate,0.1,10,123,native_fi,custom_shap_rfe,2007.8044111415632,2057.02892946846,49.224518326896714,0.02451659038786028,23.94356656302034,0.3684210526315789,12,13,13
Superconductor,Exp2A-Superconductor,0.25,9,42,native_fi,hybrid_fi_custom_shap_rfe,10.20562943292902,10.457616353609762,0.251986920680741,0.02469097299062138,0.0980866873697197,0.6,10,20,20
Superconductor,Exp2A-Superconductor,0.05,4,256,native_fi,custom_shap_rfe,12.729789529202034,13.04634498685309,0.31655545765105586,0.02486729705348861,0.09351382401790254,0.6,2,4,4
Superconductor,Exp2A-Superconductor,0.1,6,42,native_fi,hybrid_fi_custom_shap_rfe,11.101043540741298,11.377231182243776,0.276187641502478,0.024879430522802448,0.12036525473105542,0.6,4,8,8
Allstate,Exp2B-Allstate,0.1,3,42,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2151.630695958213,2097.94415508169,53.68654087652294,0.02495155928820491,17.630384458219396,0.7333333333333333,4,13,13
Superconductor,Exp2A-Superconductor,0.05,7,123,native_fi,hybrid_fi_custom_shap_rfe,13.042141262928492,13.367906237146975,0.32576497421848316,0.02497787500158817,0.1077046443045635,0.6,2,4,4
Allstate,Exp2B-Allstate,0.25,3,123,custom_shap_rfe,hybrid_fi_custom_shap_rfe,1872.2284516789505,1919.200844344812,46.972392665861435,0.025089028330777793,17.686005768106952,0.7837837837837838,8,33,33
Superconductor,Exp2A-Superconductor,0.15,6,999,native_fi,custom_shap_rfe,10.566248256566212,10.300981353023428,0.26526690354278415,0.025105117455283963,0.11035906976680021,0.7142857142857143,4,12,12
Allstate,Exp2B-Allstate,0.15,6,42,native_fi,hybrid_fi_custom_shap_rfe,1977.2034315072624,1927.521698171941,49.681733335321496,0.025127274484572436,33.354902801902426,0.6,10,20,20
Allstate,Exp2B-Allstate,0.15,6,42,native_fi,custom_shap_rfe,1977.2034315072624,1927.4604940583988,49.742937448863586,0.025158229373971667,33.50940252260307,0.6,10,20,20
Allstate,Exp2B-Allstate,0.05,8,256,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2202.447038290824,2146.936944167025,55.51009412379881,0.025203826997300505,13.064337182835061,0.75,2,7,7
Allstate,Exp2B-Allstate,0.05,1,42,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2285.6950822852623,2227.824922733384,57.87015955187826,0.025318407516552496,21.666713210683838,0.75,2,7,7
Superconductor,Exp2A-Superconductor,0.05,7,123,custom_shap_rfe,hybrid_fi_custom_shap_rfe,13.037261670364028,13.367906237146975,0.3306445667829472,0.025361504213308843,0.10804911541512574,0.6,2,4,4
Allstate,Exp2B-Allstate,0.1,4,256,native_fi,hybrid_fi_custom_shap_rfe,2085.30357505251,2032.273554302244,53.030020750265976,0.025430360061091166,45.0013432935591,0.5294117647058824,8,13,13
Allstate,Exp2B-Allstate,0.1,10,999,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2020.5370776553832,1969.140607300596,51.3964703547872,0.02543703400604125,7.627637183668639,0.7333333333333333,4,13,13
Allstate,Exp2B-Allstate,0.05,2,256,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2470.884146568311,2407.926090053405,62.95805651490582,0.025479971046940893,29.99665395057741,0.75,2,7,7
Superconductor,Exp2A-Superconductor,0.05,8,42,native_fi,custom_shap_rfe,13.326969928722788,13.667477826241331,0.3405078975185436,0.025550286324625686,0.13789758625909698,0.6,2,4,4
Superconductor,Exp2A-Superconductor,0.1,2,999,native_fi,custom_shap_rfe,11.10788481103588,11.391729557529423,0.28384474649354274,0.025553447062355017,0.20195646496168695,0.45454545454545453,6,8,8
Superconductor,Exp2A-Superconductor,0.15,6,123,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.48502329893548,10.753286829508868,0.26826353057338714,0.0255854014745607,0.1956421217106481,0.6,6,12,12
Allstate,Exp2B-Allstate,0.1,5,999,native_fi,hybrid_fi_custom_shap_rfe,2077.511562302668,2024.3120654194877,53.19949688318047,0.025607316872987854,55.14612006382686,0.5294117647058824,8,13,13
Allstate,Exp2B-Allstate,0.15,5,42,native_fi,hybrid_fi_custom_shap_rfe,1931.257696637788,1881.7579453922335,49.499751245554535,0.02563083700933896,42.295730758576155,0.6,10,20,20
Superconductor,Exp2A-Superconductor,0.15,5,42,native_fi,hybrid_fi_custom_shap_rfe,10.925847498765922,10.645579779574604,0.2802677191913183,0.025651805887184007,0.14357793276796826,0.5,8,12,12
Superconductor,Exp2A-Superconductor,0.15,6,123,native_fi,hybrid_fi_custom_shap_rfe,10.483375792977188,10.753286829508868,0.26991103653167947,0.02574657647133978,0.2021099974380176,0.5,8,12,12
Superconductor,Exp2A-Superconductor,0.05,1,256,native_fi,hybrid_fi_custom_shap_rfe,13.930157442282209,14.289876195402869,0.35971875312066004,0.025823021355724642,0.22745876326962033,0.3333333333333333,4,4,4
Allstate,Exp2B-Allstate,0.05,7,42,native_fi,hybrid_fi_custom_shap_rfe,2253.925362716744,2312.162845012997,58.23748229625289,0.025838247911659767,61.27292562946582,0.16666666666666666,10,7,7
Allstate,Exp2B-Allstate,0.15,3,512,native_fi,hybrid_fi_custom_shap_rfe,1934.0457649426571,1883.973641436151,50.07212350650616,0.02588983384681735,39.238018535915444,0.6,10,20,20
Superconductor,Exp2A-Superconductor,0.15,4,999,native_fi,hybrid_fi_custom_shap_rfe,10.820654254852716,10.540338854241982,0.2803154006107338,0.02590558703832731,0.15020040528233558,0.6,6,12,12
Superconductor,Exp2A-Superconductor,0.05,9,123,native_fi,hybrid_fi_custom_shap_rfe,14.1535018381528,14.520673500865138,0.36717166271233737,0.025942107254515154,0.24091751115857996,0.3333333333333333,4,4,4
Allstate,Exp2B-Allstate,0.05,6,123,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2255.350636663893,2196.7492556734146,58.60138099047845,0.025983268427458982,31.169896294683667,0.75,2,7,7
Allstate,Exp2B-Allstate,0.05,2,512,native_fi,hybrid_fi_custom_shap_rfe,2168.2950635384705,2224.746020700004,56.45095716153355,0.026034721063013657,42.60471820063162,0.16666666666666666,10,7,7
Superconductor,Exp2A-Superconductor,0.05,10,512,native_fi,hybrid_fi_custom_shap_rfe,13.407558526021312,13.757483605239203,0.3499250792178916,0.026099090191458726,0.22300713375662262,0.6,2,4,4
Allstate,Exp2B-Allstate,0.1,3,999,native_fi,custom_shap_rfe,1998.3616895015496,2050.792242042817,52.430552541267616,0.026236768257074296,23.882453753553136,0.3684210526315789,12,13,13
Allstate,Exp2B-Allstate,0.1,2,42,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2033.139333779046,1979.79465880094,53.34467497810601,0.026237589373155727,8.182738536228499,0.7333333333333333,4,13,13
Allstate,Exp2B-Allstate,0.05,5,123,native_fi,custom_shap_rfe,2125.5145320651677,2181.414528945344,55.89999688017633,0.026299512911757618,25.133021165819855,0.16666666666666666,10,7,7
Allstate,Exp2B-Allstate,0.05,4,256,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2307.0585093671248,2246.2114766359077,60.84703273121704,0.026374291108858212,30.450694833915804,0.5555555555555556,4,7,7
Superconductor,Exp2A-Superconductor,0.05,7,256,native_fi,hybrid_fi_custom_shap_rfe,13.855026004301122,13.489132734347251,0.3658932699538706,0.026408703227282546,0.24463926042213835,0.6,2,4,4
Allstate,Exp2B-Allstate,0.05,9,999,native_fi,hybrid_fi_custom_shap_rfe,2136.797587669507,2193.5189047664626,56.72131709695577,0.026545011761651575,44.068254600023465,0.16666666666666666,10,7,7
Allstate,Exp2B-Allstate,0.15,3,512,native_fi,custom_shap_rfe,1934.0457649426571,1882.698538255321,51.34722668733616,0.026549127025884293,39.273143033114366,0.6,10,20,20
Superconductor,Exp2A-Superconductor,0.1,4,999,native_fi,custom_shap_rfe,11.074308371165694,10.780180623467842,0.29412774769785166,0.026559468802916444,0.14736580251871345,0.45454545454545453,6,8,8
Allstate,Exp2B-Allstate,0.05,10,123,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2236.326867211651,2176.873739778449,59.4531274332021,0.026585168878881658,11.026638879156735,0.75,2,7,7
Superconductor,Exp2A-Superconductor,0.05,1,999,native_fi,custom_shap_rfe,13.790160819180024,13.423378221463018,0.3667825977170054,0.026597412642705834,0.16832921367980802,0.6,2,4,4
Allstate,Exp2B-Allstate,0.05,2,512,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2285.562442535679,2224.746020700004,60.8164218356751,0.0266089522228075,20.881547655544864,0.75,2,7,7
Superconductor,Exp2A-Superconductor,0.1,1,512,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.637573255932349,10.921264479030627,0.28369122309827866,0.02666879148776438,0.21364682595235518,0.7777777777777778,2,8,8
Superconductor,Exp2A-Superconductor,0.15,5,999,native_fi,hybrid_fi_custom_shap_rfe,10.890720445518756,10.600092184138186,0.2906282613805704,0.026685861861430505,0.03231637378021812,0.6,6,12,12
Allstate,Exp2B-Allstate,0.05,4,512,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2226.034507885287,2166.603886152632,59.4306217326548,0.026697978635162024,24.54628696023542,0.75,2,7,7
Allstate,Exp2B-Allstate,0.05,4,999,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2420.7190358307703,2355.982712200664,64.7363236301062,0.02674260113292712,28.485909580434964,0.5555555555555556,4,7,7
Superconductor,Exp2A-Superconductor,0.05,6,123,custom_shap_rfe,hybrid_fi_custom_shap_rfe,12.993996870959537,13.3420980104182,0.34810113945866306,0.026789381505596566,0.12831539655023327,0.6,2,4,4
Superconductor,Exp2A-Superconductor,0.25,3,512,native_fi,hybrid_fi_custom_shap_rfe,10.569586243796277,10.852917584647226,0.2833313408509497,0.026806284968557637,0.17143081543800953,0.5384615384615384,12,20,20
Allstate,Exp2B-Allstate,0.05,5,999,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2325.2548627653714,2262.878211716481,62.37665104889038,0.02682572652475062,30.846824582212548,0.75,2,7,7
Superconductor,Exp2A-Superconductor,0.1,2,512,native_fi,hybrid_fi_custom_shap_rfe,11.274630072733368,11.577209773220403,0.3025797004870352,0.026837217588078187,0.20155443971362264,0.45454545454545453,6,8,8
Allstate,Exp2B-Allstate,0.1,8,256,native_fi,hybrid_fi_custom_shap_rfe,2006.2896388506656,1952.3787303253137,53.91090852535194,0.026870949977210495,50.93476815534041,0.5294117647058824,8,13,13
Superconductor,Exp2A-Superconductor,0.05,5,123,native_fi,hybrid_fi_custom_shap_rfe,13.564814400735344,13.200037637345805,0.3647767633895391,0.026891393616838923,0.3470755380251891,0.3333333333333333,4,4,4
Allstate,Exp2B-Allstate,0.05,3,123,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2219.627963685149,2159.909237653645,59.71872603150405,0.026904835859229183,20.734994403122755,0.75,2,7,7
Allstate,Exp2B-Allstate,0.05,2,256,native_fi,custom_shap_rfe,2405.973234035498,2470.884146568311,64.91091253281274,0.026979066772051648,16.183734733173196,0.2727272727272727,8,7,7
Allstate,Exp2B-Allstate,0.1,7,123,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2134.6186738562565,2076.8700421740027,57.748631682253745,0.02705337135364276,6.984403063726404,0.7333333333333333,4,13,13
Superconductor,Exp2A-Superconductor,0.05,6,256,native_fi,custom_shap_rfe,13.679739217900517,14.05000864612319,0.3702694282226737,0.027066994649880497,0.07345829078911237,0.3333333333333333,4,4,4
Allstate,Exp2B-Allstate,0.05,8,512,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2468.175748414529,2400.9173329298146,67.25841548471453,0.027250253766539525,28.26663479632407,0.75,2,7,7
Superconductor,Exp2A-Superconductor,0.05,1,999,custom_shap_rfe,hybrid_fi_custom_shap_rfe,13.423378221463018,13.790160819180024,0.3667825977170054,0.027324164727068955,0.16832921367980802,0.6,2,4,4
Superconductor,Exp2A-Superconductor,0.15,8,256,native_fi,hybrid_fi_custom_shap_rfe,10.146270722341193,10.423583522437005,0.27731280009581205,0.027331500182150054,0.18623902538511494,0.5,8,12,12
Allstate,Exp2B-Allstate,0.05,6,42,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2319.428476350596,2255.6075787994964,63.82089755109973,0.02751578597996518,29.408759430631562,0.75,2,7,7
Allstate,Exp2B-Allstate,0.1,9,123,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2017.86281213394,1962.1918815465408,55.6709305873992,0.02758905622950938,11.577165220466213,0.7333333333333333,4,13,13
Superconductor,Exp2A-Superconductor,0.25,3,123,native_fi,hybrid_fi_custom_shap_rfe,9.89478732237428,10.168596502346087,0.2738091799718081,0.027672063183476984,0.0637729292969551,0.6666666666666666,8,20,20
Superconductor,Exp2A-Superconductor,0.05,9,123,custom_shap_rfe,hybrid_fi_custom_shap_rfe,14.934130919200571,14.520673500865138,0.41345741833543315,0.027685402021208855,0.17872517013191036,0.6,2,4,4
Superconductor,Exp2A-Superconductor,0.1,2,123,native_fi,hybrid_fi_custom_shap_rfe,10.252974812242778,10.537326938947274,0.28435212670449594,0.027733621891371407,0.21924070757537262,0.45454545454545453,6,8,8
Superconductor,Exp2A-Superconductor,0.15,1,123,custom_shap_rfe,hybrid_fi_custom_shap_rfe,11.135748943270093,10.826892338588747,0.30885660468134546,0.027735593380811933,0.29960816037313087,0.6,6,12,12
Superconductor,Exp2A-Superconductor,0.15,6,42,native_fi,hybrid_fi_custom_shap_rfe,10.908507625596862,10.603372844659722,0.30513478093713964,0.027972183859608764,0.1924851809525867,0.7142857142857143,4,12,12
Allstate,Exp2B-Allstate,0.1,8,123,native_fi,custom_shap_rfe,2233.115199308133,2295.69151265195,62.576313343816764,0.028021981742457465,39.02968507389164,0.3684210526315789,12,13,13
Allstate,Exp2B-Allstate,0.1,8,123,native_fi,hybrid_fi_custom_shap_rfe,2233.115199308133,2170.354188540365,62.76101076776786,0.02810469015983258,72.89559197567633,0.5294117647058824,8,13,13
Superconductor,Exp2A-Superconductor,0.05,1,256,native_fi,custom_shap_rfe,13.930157442282209,14.323226714485578,0.39306927220336974,0.028217144984326346,0.31740784224136576,0.6,2,4,4
Superconductor,Exp2A-Superconductor,0.15,8,999,native_fi,custom_shap_rfe,10.186182154343769,9.89862497573581,0.28755717860795826,0.028230123342663095,0.16063823552818057,0.7142857142857143,4,12,12
Allstate,Exp2B-Allstate,0.1,7,999,native_fi,custom_shap_rfe,2084.135807376148,2143.0725594682613,58.93675209211324,0.02827874838267497,47.446934150430025,0.3684210526315789,12,13,13
Allstate,Exp2B-Allstate,0.1,2,123,native_fi,hybrid_fi_custom_shap_rfe,2021.3241726341585,1964.0978048055997,57.22636782855875,0.028311326111527292,61.93504906225735,0.5294117647058824,8,13,13
Superconductor,Exp2A-Superconductor,0.1,4,42,native_fi,custom_shap_rfe,11.165000206297414,10.848647284430632,0.3163529218667822,0.028334340888623463,0.19412924466496495,0.45454545454545453,6,8,8
Allstate,Exp2B-Allstate,0.05,4,123,native_fi,custom_shap_rfe,2189.790719447081,2251.880640691827,62.089921244746165,0.02835427180019458,39.51764464191183,0.16666666666666666,10,7,7
Allstate,Exp2B-Allstate,0.05,1,999,native_fi,custom_shap_rfe,2192.336356555878,2254.577624662527,62.24126810664893,0.0283903826712197,15.78684387051453,0.2727272727272727,8,7,7
Superconductor,Exp2A-Superconductor,0.05,10,256,custom_shap_rfe,hybrid_fi_custom_shap_rfe,13.05035118265547,13.421557610377304,0.3712064277218339,0.02844417154192637,0.07519258233947035,0.3333333333333333,4,4,4
Superconductor,Exp2A-Superconductor,0.15,8,256,native_fi,custom_shap_rfe,10.146270722341193,10.435118843494168,0.2888481211529754,0.028468402732144467,0.1468558590462843,0.4117647058823529,10,12,12
Allstate,Exp2B-Allstate,0.05,9,256,native_fi,custom_shap_rfe,2165.4711717275923,2227.1800915288613,61.708919801269076,0.028496763478979167,33.73786778927524,0.16666666666666666,10,7,7
Superconductor,Exp2A-Superconductor,0.25,5,256,custom_shap_rfe,hybrid_fi_custom_shap_rfe,10.17957625550024,9.88779531472142,0.2917809407788212,0.0286633680474829,0.11472028953860924,0.9047619047619048,2,20,20
Allstate,Exp2B-Allstate,0.15,1,999,native_fi,hybrid_fi_custom_shap_rfe,1938.3537703596,1882.743372847502,55.61039751209796,0.028689498461254168,64.60506454117717,0.5384615384615384,12,20,20
Superconductor,Exp2A-Superconductor,0.1,4,123,custom_shap_rfe,hybrid_fi_custom_shap_rfe,11.2237954145035,11.546324617341275,0.3225292028377744,0.028736197598630404,0.18629876658743783,0.6,4,8,8
Allstate,Exp2B-Allstate,0.05,9,123,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2255.4570871002293,2190.6338899586344,64.82319714159485,0.028740603185200036,26.46187584089853,0.75,2,7,7
Allstate,Exp2B-Allstate,0.15,1,256,native_fi,custom_shap_rfe,2017.9887109798003,1959.6926308243476,58.29608015545273,0.02888820925422722,37.473367631858764,0.6,10,20,20
Allstate,Exp2B-Allstate,0.05,6,512,native_fi,custom_shap_rfe,2143.9155411248294,2206.047840551847,62.13229942701764,0.028980758912927715,34.00104002895114,0.16666666666666666,10,7,7
Allstate,Exp2B-Allstate,0.1,10,42,native_fi,hybrid_fi_custom_shap_rfe,2044.0103407756733,1984.5207126388573,59.48962813681601,0.029104367502485594,73.93591127526975,0.5294117647058824,8,13,13
Superconductor,Exp2A-Superconductor,0.05,4,256,native_fi,hybrid_fi_custom_shap_rfe,12.729789529202034,13.10054520684209,0.3707556776400569,0.029125043802927488,0.05851618324487973,0.6,2,4,4
Allstate,Exp2B-Allstate,0.05,7,42,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2381.5574774489955,2312.162845012997,69.39463243599857,0.029138340389890823,23.84396103359063,0.75,2,7,7
Superconductor,Exp2A-Superconductor,0.05,2,512,custom_shap_rfe,hybrid_fi_custom_shap_rfe,13.34480843832442,13.734268441082392,0.3894600027579713,0.029184383167277003,0.13402254453442808,0.6,2,4,4
Allstate,Exp2B-Allstate,0.1,9,42,native_fi,hybrid_fi_custom_shap_rfe,2076.603266278317,2015.9670624739688,60.63620380434804,0.02919970549455029,37.01484888977552,0.5294117647058824,8,13,13
Allstate,Exp2B-Allstate,0.05,9,999,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2259.807295151696,2193.5189047664626,66.28839038523347,0.029333647398807814,20.99035345458651,0.75,2,7,7
Allstate,Exp2B-Allstate,0.05,2,999,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2216.884237966904,2151.7586445397733,65.12559342713075,0.02937708352640785,20.40817440321416,0.75,2,7,7
Allstate,Exp2B-Allstate,0.15,1,999,native_fi,custom_shap_rfe,1938.3537703596,1881.3337174709727,57.02005288862733,0.029416742062543657,64.62736962382405,0.5384615384615384,12,20,20
Allstate,Exp2B-Allstate,0.15,5,123,native_fi,custom_shap_rfe,1925.9478299930693,1868.9143954914368,57.03343450163243,0.029613177269624,51.3382970823227,0.5384615384615384,12,20,20
Allstate,Exp2B-Allstate,0.15,5,123,native_fi,hybrid_fi_custom_shap_rfe,1925.9478299930693,1868.5655520449009,57.382277948168394,0.029794305460690954,51.50033613984465,0.5384615384615384,12,20,20
Allstate,Exp2B-Allstate,0.05,5,999,native_fi,hybrid_fi_custom_shap_rfe,2197.339024722066,2262.878211716481,65.5391869944151,0.029826615855377592,60.32446558716538,0.16666666666666666,10,7,7
Allstate,Exp2B-Allstate,0.15,1,256,native_fi,hybrid_fi_custom_shap_rfe,2017.9887109798003,1957.701446411023,60.287264568777346,0.029874926574542573,38.452621866257005,0.5384615384615384,12,20,20
Superconductor,Exp2A-Superconductor,0.05,8,123,custom_shap_rfe,hybrid_fi_custom_shap_rfe,13.504373960022177,13.910723255129318,0.406349295107141,0.030090198650458116,0.12291032392442602,0.6,2,4,4
Allstate,Exp2B-Allstate,0.1,6,256,native_fi,hybrid_fi_custom_shap_rfe,2093.633938152093,2030.6071727664364,63.02676538565652,0.030104004447542496,70.15756472889825,0.5294117647058824,8,13,13
Superconductor,Exp2A-Superconductor,0.15,6,42,native_fi,custom_shap_rfe,10.908507625596862,10.578291138635572,0.33021648696128914,0.030271463182226198,0.17757294456934147,0.5,8,12,12
Superconductor,Exp2A-Superconductor,0.25,1,123,native_fi,custom_shap_rfe,10.40757524876208,10.722666588962106,0.31509134020002527,0.03027519212388145,0.11153376015330085,0.5384615384615384,12,20,20
Allstate,Exp2B-Allstate,0.05,6,256,native_fi,custom_shap_rfe,2218.5913124738395,2285.799807374942,67.20849490110231,0.030293319244165572,35.325082978254386,0.16666666666666666,10,7,7
Allstate,Exp2B-Allstate,0.05,10,512,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2223.778499811789,2156.3980330976674,67.38046671412167,0.030299990183295888,28.346716138625197,0.75,2,7,7
Allstate,Exp2B-Allstate,0.1,8,512,native_fi,hybrid_fi_custom_shap_rfe,2263.776618587537,2195.151943259218,68.62467532831897,0.030314243359902144,65.20795047160459,0.5294117647058824,8,13,13
Allstate,Exp2B-Allstate,0.05,9,42,native_fi,custom_shap_rfe,2182.721179306129,2249.148372774806,66.4271934686767,0.0304332015002454,28.603759111678755,0.16666666666666666,10,7,7
Superconductor,Exp2A-Superconductor,0.1,3,256,native_fi,custom_shap_rfe,10.92917079538736,10.5957285774152,0.333442217972161,0.03050937936781899,0.23580112580307055,0.45454545454545453,6,8,8
Superconductor,Exp2A-Superconductor,0.5,4,256,native_fi,custom_shap_rfe,9.73600873892724,9.437859908177412,0.29814883074982745,0.03062331174352242,0.13737090221846504,0.6,20,40,40
Allstate,Exp2B-Allstate,0.05,3,123,native_fi,hybrid_fi_custom_shap_rfe,2228.217547507015,2159.909237653645,68.30830985336979,0.03065603263460286,58.26091026908989,0.16666666666666666,10,7,7
Allstate,Exp2B-Allstate,0.05,2,123,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2195.0778765784626,2127.757699559687,67.32017701877567,0.030668696421700427,27.104511759457864,0.75,2,7,7
Allstate,Exp2B-Allstate,0.05,1,512,native_fi,custom_shap_rfe,2472.0623320663485,2547.8827965228597,75.82046445651122,0.030670935547622045,29.72244032530034,0.2727272727272727,8,7,7
Allstate,Exp2B-Allstate,0.15,1,123,native_fi,custom_shap_rfe,2027.88878765683,1965.627771763471,62.261015893358945,0.030702381842793187,45.98219954394199,0.6,10,20,20
Allstate,Exp2B-Allstate,0.1,7,256,native_fi,hybrid_fi_custom_shap_rfe,2020.989304794628,1958.7796202191964,62.20968457543154,0.030781798017359255,49.44265129484734,0.5294117647058824,8,13,13
Superconductor,Exp2A-Superconductor,0.1,8,42,native_fi,custom_shap_rfe,11.543511088107731,11.186210837170709,0.35730025093702267,0.030952476088936046,0.38456660198021453,0.45454545454545453,6,8,8
Superconductor,Exp2A-Superconductor,0.1,9,256,native_fi,hybrid_fi_custom_shap_rfe,10.932692535376836,11.271315121372655,0.33862258599581985,0.030973393324661716,0.2234179658432227,0.6,4,8,8
Allstate,Exp2B-Allstate,0.1,7,512,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2032.7736065594852,1969.7416570482,63.03194951128512,0.031007855133444055,13.273596463134481,0.7333333333333333,4,13,13
Allstate,Exp2B-Allstate,0.1,2,123,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2027.112871866152,1964.0978048055997,63.01506706055238,0.031086116582418503,25.314726116793054,0.625,6,13,13
Superconductor,Exp2A-Superconductor,0.05,4,999,custom_shap_rfe,hybrid_fi_custom_shap_rfe,12.725322329483028,13.121003449347636,0.39568111986460863,0.031093995862710958,0.08129685288695754,0.6,2,4,4
Allstate,Exp2B-Allstate,0.1,4,123,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2092.9727464393886,2027.761422161236,65.21132427815269,0.031157273494885028,10.811346420249492,0.7333333333333333,4,13,13
Allstate,Exp2B-Allstate,0.1,3,512,native_fi,hybrid_fi_custom_shap_rfe,2040.297817385477,1976.5862256300568,63.71159175542016,0.031226613689693036,54.73380795850744,0.5294117647058824,8,13,13
Allstate,Exp2B-Allstate,0.05,1,256,native_fi,custom_shap_rfe,2258.069784356803,2328.6544572594275,70.58467290262433,0.03125885364199669,28.3943838495793,0.16666666666666666,10,7,7
Allstate,Exp2B-Allstate,0.1,2,999,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2048.977345248833,1984.7537602739023,64.22358497493065,0.03134421428516632,12.604908534643982,0.7333333333333333,4,13,13
Allstate,Exp2B-Allstate,0.15,7,512,native_fi,custom_shap_rfe,1926.2318020635244,1865.773303703864,60.458498359660325,0.031386927728476205,50.854539834851266,0.5384615384615384,12,20,20
Allstate,Exp2B-Allstate,0.15,7,512,native_fi,hybrid_fi_custom_shap_rfe,1926.2318020635244,1865.712163685241,60.51963837828339,0.03141866846630307,50.9268334170124,0.5384615384615384,12,20,20
Allstate,Exp2B-Allstate,0.1,2,512,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2067.73359275506,2002.6388417609537,65.0947509941061,0.03148120784137066,15.127479942406126,0.7333333333333333,4,13,13
Allstate,Exp2B-Allstate,0.1,4,512,custom_shap_rfe,hybrid_fi_custom_shap_rfe,2052.166866334761,1987.395826060124,64.77104027463702,0.03156226783366806,11.971564363724383,0.7333333333333333,4,13,13
Superconductor,Exp2A-Superconductor,0.1,8,512,native_fi,custom_shap_rfe,10.458070254538312,10.788904502229844,0.33083424769153247,0.031634349324433535,0.25654310956292914,0.6,4,8,8
Superconductor,Exp2A-Superconductor,0.5,4,256,native_fi,hybrid_fi_custom_shap_rfe,9.73600873892724,9.42721658775973,0.30879215116750913,0.03171650308127531,0.16168892042387828,0.6666666666666666,16,40,40
Allstate,Exp2B-Allstate,0.1,1,512,native_fi,custom_shap_rfe,2233.526118735504,2304.648879725671,71.12276099016708,0.03184326361512744,33.32950209158162,0.3684210526315789,12,13,13
Allstate,Exp2B-Allstate,0.05,7,123,native_fi,hybrid_fi_custom_shap_rfe,2213.8874453665826,2284.463101923487,70.5756565569045,0.031878610949536486,58.06065503557147,0.16666666666666666,10,7,7
